account_id,account_age_days,total_value
A046325,450.0,82906.72
A046326,1380.0,119645.7
A046327,1305.0,106944.46
A046328,1193.0,98670.98
A046329,748.0,57144.65
A046330,507.0,37445.41
A046331,1069.0,39530.5
A046332,1441.0,99898.72
A046333,926.0,68348.57
A046334,552.0,38191.44
A046335,1545.0,67540.95
A046336,704.0,94483.34
A046337,825.0,21375.6
A046338,1538.0,25654.98
A046339,813.0,82885.73
A046340,1257.0,37596.88
A046341,1395.0,76383.47
A046342,984.0,54835.78
A046343,926.0,119166.69
A046344,952.0,30314.58
A046345,956.0,81919.3
A046346,514.0,90131.41
A046347,1250.0,115092.65
A046348,1101.0,90069.39
A046349,1308.0,35881.72
A046350,1061.0,45587.43
A046351,1500.0,88621.77
A046352,1043.0,79018.78
A046353,558.0,41376.18
A046354,695.0,35317.18
A046355,540.0,83957.27
A046356,1223.0,111898.26
A046357,1109.0,70152.99
A046358,1131.0,26893.82
A046359,936.0,71233.01
A046360,824.0,30894.85
A046361,584.0,54255.45
A046362,772.0,141203.7
A046363,874.0,47484.49
A046364,1445.0,97979.73
A046365,548.0,90869.47
A046366,1253.0,100278.96
A046367,1478.0,57645.53
A046368,1556.0,45493.69
A046369,414.0,48641.24
A046370,1287.0,71254.32
A046371,456.0,86528.31
A046372,489.0,63160.89
A046373,1073.0,56811.58
A046374,1060.0,67382.6
A046375,1292.0,88649.05
A046376,687.0,64506.01
A046377,1313.0,79828.03
A046378,1264.0,33428.71
A046379,931.0,63617.98
A046380,1031.0,115633.93
A046381,1009.0,96766.62
A046382,491.0,84105.7
A046383,1570.0,122028.29
A046384,433.0,64224.76
A046385,1058.0,66515.22
A046386,1225.0,96994.56
A046387,1172.0,47441.87
A046388,1578.0,92693.28
A046389,1487.0,43246.47
A046390,1572.0,27543.81
A046391,626.0,91834.66
A046392,528.0,66205.09
A046393,662.0,31951.17
A046394,420.0,36711.02
A046395,844.0,102134.77
A046396,773.0,76928.38
A046397,535.0,115905.95
A046398,813.0,52499.19
A046399,833.0,138198.26
A046400,1009.0,108671.17
A046401,422.0,54595.33
A046402,526.0,70984.53
A046403,1159.0,75234.68
A046404,1014.0,103452.16
A046405,1228.0,45567.13
A046406,938.0,57131.68
A046407,832.0,24783.39
A046408,1194.0,120536.46
A046409,892.0,88551.2
A046410,1320.0,45487.84
A046411,530.0,39846.75
A046412,845.0,59522.4
A046413,1485.0,73690.91
A046414,667.0,78813.53
A046415,1493.0,37558.27
A046416,1378.0,64769.84
A046417,1552.0,83332.77
A046418,1292.0,55963.35
A046419,412.0,57747.17
A046420,727.0,64158.54
A046421,1443.0,81779.63
A046422,1404.0,98488.53
A046423,900.0,37968.75
A046424,1320.0,71861.45
A046425,433.0,53002.3
A046426,531.0,73007.69
A046427,600.0,40124.1
A046428,1056.0,52530.47
A046429,660.0,62870.35
A046430,1452.0,95619.64
A046431,1577.0,19154.1
A046432,1393.0,111657.76
A046433,1291.0,27724.21
A046434,1490.0,84963.91
A046435,963.0,64180.18
A046436,941.0,56383.65
A046437,980.0,52540.35
A046438,545.0,137328.15
A046439,1036.0,113813.56
A046440,851.0,43542.97
A046441,1427.0,97766.71
A046442,831.0,75657.12
A046443,1432.0,66690.7
A046444,492.0,16511.34
A046445,1273.0,83685.21
A046446,1405.0,102610.55
A046447,547.0,89175.72
A046448,1162.0,32568.85
A046449,1497.0,94502.29
A046450,837.0,45231.77
A046451,891.0,21995.77
A046452,742.0,80378.47
A046453,516.0,33794.08
A046454,1401.0,58414.26
A046455,697.0,75762.31
A046456,816.0,71685.52
A046457,895.0,37429.92
A046458,1332.0,78013.09
A046459,1148.0,127992.74
A046460,566.0,115428.98
A046461,1331.0,27057.98
A046462,774.0,99332.53
A046463,1152.0,72595.38
A046464,1403.0,41238.94
A046465,938.0,114130.53
A046466,976.0,105285.04
A046467,889.0,57695.19
A046468,693.0,111046.36
A046469,888.0,78659.15
A046470,522.0,95401.86
A046471,761.0,23352.93
A046472,1421.0,115039.21
A046473,1154.0,45491.72
A046474,649.0,90361.58
A046475,584.0,37033.29
A046476,1432.0,128302.17
A046477,1291.0,56866.85
A046478,1145.0,19470.97
A046479,1489.0,25715.16
A046480,1001.0,51174.21
A046481,880.0,59611.67
A046482,1135.0,56401.5
A046483,1499.0,44177.22
A046484,1529.0,61489.86
A046485,565.0,18948.11
A046486,1365.0,22635.62
A046487,766.0,35835.51
A046488,773.0,83754.7
A046489,1013.0,93790.54
A046490,1514.0,118338.3
A046491,536.0,94042.16
A046492,812.0,41407.01
A046493,1033.0,63400.63
A046494,602.0,56097.39
A046495,878.0,106509.25
A046496,623.0,64113.86
A046497,1148.0,98017.95
A046498,1544.0,39582.14
A046499,1310.0,91388.83
A046500,1283.0,110851.16
A046501,1298.0,35912.78
A046502,561.0,75375.32
A046503,741.0,74326.37
A046504,709.0,101015.39
A046505,641.0,26081.05
A046506,1403.0,91994.27
A046507,1521.0,70618.05
A046508,1425.0,100013.42
A046509,1447.0,89362.16
A046510,568.0,46773.92
A046511,1531.0,117348.62
A046512,1425.0,51935.4
A046513,642.0,16682.11
A046514,478.0,59986.44
A046515,928.0,77360.21
A046516,1392.0,43260.15
A046517,878.0,23914.84
A046518,1489.0,111594.43
A046519,1142.0,59479.35
A046520,1517.0,47471.82
A046521,496.0,77761.23
A046522,1076.0,40692.42
A046523,658.0,56838.92
A046524,1460.0,43585.02
A046525,1194.0,59293.53
A046526,567.0,101707.64
A046527,608.0,30999.8
A046528,677.0,87977.11
A046529,828.0,32612.49
A046530,1411.0,92296.07
A046531,994.0,109040.01
A046532,514.0,98764.68
A046533,1375.0,76574.67
A046534,689.0,23929.87
A046535,623.0,86881.1
A046536,1405.0,34493.18
A046537,1173.0,17274.48
A046538,675.0,85688.83
A046539,733.0,108806.49
A046540,511.0,69121.33
A046541,440.0,92751.61
A046542,769.0,24475.31
A046543,1278.0,96592.38
A046544,577.0,121925.36
A046545,798.0,47807.96
A046546,773.0,48289.74
A046547,450.0,62518.26
A046548,1068.0,50833.25
A046549,557.0,31657.59
A046550,1517.0,107864.64
A046551,1589.0,86904.39
A046552,1356.0,75424.04
A046553,1282.0,93166.75
A046554,1505.0,102522.1
A046555,834.0,46262.06
A046556,956.0,70798.3
A046557,811.0,90548.47
A046558,1016.0,38724.62
A046559,1040.0,73919.28
A046560,702.0,131870.37
A046561,1233.0,116703.94
A046562,670.0,73588.18
A046563,1578.0,96171.97
A046564,644.0,94550.07
A046565,1479.0,110457.42
A046566,921.0,113302.56
A046567,1596.0,130162.62
A046568,1027.0,69679.5
A046569,1178.0,43453.59
A046570,1509.0,48762.24
A046571,585.0,76728.17
A046572,1014.0,43865.37
A046573,1238.0,123450.83
A046574,1543.0,40059.69
A046575,560.0,38113.05
A046576,1272.0,118910.25
A046577,1340.0,63484.3
A046578,1249.0,58365.23
A046579,522.0,44790.49
A046580,658.0,64920.12
A046581,588.0,14494.3
A046582,946.0,82150.47
A046583,1101.0,111510.49
A046584,603.0,46246.23
A046585,1250.0,26455.0
A046586,1530.0,103209.1
A046587,1276.0,125347.99
A046588,1026.0,110171.47
A046589,500.0,62891.38
A046590,656.0,69548.82
A046591,778.0,62202.72
A046592,1167.0,76688.22
A046593,1547.0,108784.09
A046594,535.0,85742.77
A046595,736.0,77025.89
A046596,993.0,108459.31
A046597,1427.0,61597.51
A046598,844.0,43733.81
A046599,1315.0,61501.97
A046600,715.0,92808.93
A046601,1311.0,52545.11
A046602,1168.0,14341.51
A046603,1419.0,27841.76
A046604,700.0,122680.09
A046605,1320.0,86445.77
A046606,843.0,88220.58
A046607,975.0,75266.17
A046608,781.0,105815.83
A046609,490.0,83496.79
A046610,1565.0,87250.78
A046611,1204.0,27443.55
A046612,1334.0,75369.33
A046613,1200.0,102111.6
A046614,975.0,35840.85
A046615,1282.0,71314.58
A046616,1585.0,46926.56
A046617,850.0,80228.15
A046618,707.0,69471.07
A046619,837.0,18129.76
A046620,1329.0,45407.73
A046621,1205.0,105661.36
A046622,1471.0,37098.44
A046623,1247.0,77442.49
A046624,1497.0,81486.73
A046625,985.0,62500.79
A046626,1540.0,103232.19
A046627,634.0,53075.75
A046628,1474.0,128498.63
A046629,530.0,49137.59
A046630,1078.0,97752.32
A046631,1372.0,43626.79
A046632,1111.0,101745.66
A046633,1479.0,82403.84
A046634,1010.0,105689.15
A046635,837.0,88223.23
A046636,756.0,89436.71
A046637,515.0,49899.8
A046638,925.0,67541.34
A046639,807.0,42161.08
A046640,412.0,35777.85
A046641,434.0,104536.99
A046642,1431.0,71547.85
A046643,628.0,89315.49
A046644,1154.0,109929.0
A046645,945.0,93652.62
A046646,572.0,51131.2
A046647,961.0,119953.74
A046648,468.0,106728.79
A046649,737.0,72787.24
A046650,627.0,89662.4
A046651,1551.0,106246.17
A046652,1412.0,81951.82
A046653,1503.0,86585.79
A046654,563.0,108475.59
A046655,819.0,95959.39
A046656,540.0,44683.29
A046657,767.0,103235.7
A046658,794.0,53367.73
A046659,1549.0,108526.0
A046660,469.0,40473.15
A046661,591.0,94591.9
A046662,1443.0,47209.69
A046663,1371.0,89005.92
A046664,1138.0,38977.23
A046665,1040.0,70328.95
A046666,1082.0,77527.97
A046667,1097.0,51835.93
A046668,1035.0,21846.01
A046669,505.0,44105.48
A046670,947.0,84746.86
A046671,1422.0,103131.25
A046672,1299.0,64050.84
A046673,421.0,61660.41
A046674,1001.0,26759.73
A046675,670.0,45945.94
A046676,601.0,88297.04
A046677,559.0,85281.53
A046678,560.0,73135.07
A046679,1216.0,79665.75
A046680,1555.0,61725.61
A046681,1361.0,57394.87
A046682,1072.0,32586.1
A046683,841.0,19251.86
A046684,1563.0,65074.99
A046685,1285.0,90601.16
A046686,1163.0,100852.96
A046687,1400.0,85201.1
A046688,740.0,94195.31
A046689,1439.0,107019.61
A046690,740.0,124831.2
A046691,1412.0,90230.3
A046692,453.0,59052.17
A046693,1227.0,74580.58
A046694,1148.0,82669.34
A046695,808.0,89693.6
A046696,451.0,88579.6
A046697,1317.0,38716.65
A046698,745.0,41013.06
A046699,598.0,36824.67
A046700,990.0,40920.29
A046701,1030.0,83318.57
A046702,452.0,60632.87
A046703,489.0,97569.09
A046704,1521.0,81340.09
A046705,1320.0,66697.93
A046706,993.0,76561.37
A046707,855.0,82236.13
A046708,1069.0,50959.37
A046709,513.0,46719.42
A046710,720.0,43467.99
A046711,919.0,39245.44
A046712,936.0,43575.17
A046713,685.0,54874.37
A046714,1540.0,78127.64
A046715,566.0,82567.19
A046716,781.0,27296.13
A046717,872.0,117816.51
A046718,490.0,58389.86
A046719,1068.0,83019.4
A046720,1355.0,46490.66
A046721,653.0,18280.68
A046722,1501.0,35927.52
A046723,1508.0,25194.66
A046724,877.0,83104.04
A046725,806.0,82482.51
A046726,1422.0,36527.72
A046727,968.0,118961.6
A046728,514.0,46165.19
A046729,932.0,67152.52
A046730,1000.0,41702.11
A046731,717.0,92172.09
A046732,560.0,62433.07
A046733,890.0,32659.65
A046734,1128.0,83209.94
A046735,694.0,96874.85
A046736,1546.0,28200.93
A046737,1576.0,91415.51
A046738,529.0,57373.63
A046739,808.0,122001.19
A046740,1125.0,120744.25
A046741,527.0,47174.61
A046742,903.0,109526.1
A046743,1106.0,42934.31
A046744,912.0,71311.3
A046745,481.0,114577.7
A046746,1080.0,105434.72
A046747,543.0,103087.49
A046748,1327.0,45917.9
A046749,911.0,117826.51
A046750,551.0,64580.5
A046751,934.0,63569.59
A046752,1273.0,62534.27
A046753,1157.0,112242.97
A046754,1400.0,106201.89
A046755,1550.0,50815.81
A046756,491.0,51195.31
A046757,942.0,90021.53
A046758,1552.0,85978.65
A046759,812.0,92541.54
A046760,827.0,74941.25
A046761,767.0,26122.48
A046762,1574.0,77722.12
A046763,450.0,89895.56
A046764,691.0,68575.78
A046765,915.0,65128.94
A046766,1040.0,137015.5
A046767,793.0,71810.16
A046768,1356.0,35050.75
A046769,1577.0,107621.59
A046770,1390.0,99113.92
A046771,1047.0,37204.5
A046772,1036.0,76858.64
A046773,1241.0,47162.18
A046774,1024.0,80857.71
A046775,1587.0,79946.07
A046776,636.0,68563.09
A046777,1019.0,66583.78
A046778,817.0,123651.62
A046779,606.0,92737.85
A046780,419.0,73738.41
A046781,978.0,32886.33
A046782,1118.0,34888.84
A046783,470.0,107062.82
A046784,1566.0,106043.41
A046785,985.0,75118.17
A046786,1084.0,105841.26
A046787,702.0,46995.91
A046788,576.0,63504.37
A046789,893.0,75183.32
A046790,1132.0,32540.23
A046791,658.0,87702.65
A046792,1183.0,107135.22
A046793,642.0,21496.74
A046794,1353.0,31046.14
A046795,1436.0,35072.25
A046796,1528.0,45341.21
A046797,510.0,94801.34
A046798,1350.0,116013.52
A046799,1237.0,63300.04
A046800,846.0,95737.42
A046801,1520.0,36497.15
A046802,1411.0,94246.72
A046803,1163.0,113799.04
A046804,514.0,110413.77
A046805,1157.0,46495.81
A046806,893.0,34048.32
A046807,1290.0,40768.5
A046808,812.0,107874.57
A046809,874.0,47513.14
A046810,1244.0,23645.03
A046811,418.0,69984.63
A046812,1277.0,29139.06
A046813,1499.0,66749.79
A046814,648.0,53810.33
A046815,1038.0,36790.6
A046816,1515.0,34776.04
A046817,1151.0,75737.37
A046818,1290.0,76791.81
A046819,522.0,118815.54
A046820,1380.0,65211.82
A046821,427.0,23314.48
A046822,1399.0,144657.14
A046823,1142.0,90810.61
A046824,1591.0,38130.12
A046825,573.0,44748.45
A046826,499.0,59467.48
A046827,849.0,26307.6
A046828,1519.0,48923.28
A046829,974.0,90389.65
A046830,1236.0,47278.01
A046831,1171.0,33898.12
A046832,887.0,31811.45
A046833,1503.0,125619.55
A046834,719.0,80320.67
A046835,677.0,20278.99
A046836,1059.0,67280.01
A046837,1035.0,30927.12
A046838,773.0,58450.68
A046839,497.0,113608.64
A046840,999.0,37472.36
A046841,1560.0,63030.94
A046842,632.0,111635.18
A046843,1496.0,30358.52
A046844,1536.0,84518.81
A046845,629.0,47471.15
A046846,791.0,78652.85
A046847,848.0,60456.26
A046848,1495.0,12554.58
A046849,1329.0,78895.34
A046850,1239.0,127839.99
A046851,1323.0,124472.78
A046852,813.0,86929.17
A046853,1529.0,68581.72
A046854,589.0,64300.29
A046855,1417.0,73988.16
A046856,1349.0,76438.83
A046857,1481.0,124363.26
A046858,493.0,92557.72
A046859,632.0,110561.7
A046860,571.0,69508.56
A046861,612.0,97385.8
A046862,938.0,46861.75
A046863,1493.0,81825.83
A046864,1345.0,61409.11
A046865,986.0,16820.81
A046866,743.0,43014.49
A046867,418.0,21952.9
A046868,1211.0,122431.02
A046869,551.0,62515.89
A046870,1144.0,97317.81
A046871,510.0,132269.33
A046872,655.0,22782.04
A046873,1453.0,103433.22
A046874,887.0,28264.91
A046875,1116.0,114743.89
A046876,413.0,118443.8
A046877,1311.0,141421.67
A046878,1105.0,107859.78
A046879,718.0,49515.86
A046880,1137.0,79549.02
A046881,1034.0,40780.55
A046882,1489.0,95059.22
A046883,579.0,23943.58
A046884,913.0,123734.24
A046885,1351.0,116250.86
A046886,1025.0,47385.96
A046887,1586.0,28049.91
A046888,1335.0,31782.75
A046889,865.0,93559.69
A046890,1331.0,31302.04
A046891,1497.0,97770.27
A046892,1322.0,93460.2
A046893,1311.0,84918.18
A046894,998.0,83364.53
A046895,1304.0,34705.55
A046896,616.0,92709.93
A046897,1218.0,151705.76
A046898,673.0,53513.33
A046899,1121.0,42193.58
A046900,1292.0,90467.0
A046901,1396.0,106056.83
A046902,919.0,75173.78
A046903,872.0,55055.83
A046904,1418.0,88651.06
A046905,1031.0,44951.78
A046906,459.0,39794.94
A046907,1185.0,79404.45
A046908,1173.0,49700.11
A046909,1125.0,29695.3
A046910,727.0,32791.09
A046911,1044.0,27631.97
A046912,534.0,82313.98
A046913,1523.0,47741.39
A046914,763.0,117684.59
A046915,752.0,68737.89
A046916,1512.0,104496.59
A046917,700.0,47781.38
A046918,1511.0,71729.62
A046919,562.0,24902.53
A046920,1129.0,79448.86
A046921,717.0,34822.69
A046922,879.0,77782.19
A046923,1320.0,77496.86
A046924,509.0,61871.49
A046925,726.0,112664.56
A046926,1465.0,76193.75
A046927,1506.0,36950.61
A046928,867.0,35252.62
A046929,1440.0,59929.79
A046930,799.0,40053.83
A046931,550.0,93931.95
A046932,1035.0,117255.0
A046933,1500.0,64441.86
A046934,1418.0,83265.08
A046935,486.0,52620.21
A046936,1100.0,36192.67
A046937,1097.0,111602.68
A046938,1557.0,71785.95
A046939,1310.0,28019.73
A046940,579.0,42949.44
A046941,1538.0,51626.76
A046942,1298.0,71808.19
A046943,1276.0,99094.96
A046944,774.0,73267.37
A046945,1593.0,38563.42
A046946,1474.0,70183.72
A046947,984.0,80159.45
A046948,853.0,46533.16
A046949,1493.0,44127.76
A046950,1244.0,80651.8
A046951,709.0,37519.41
A046952,528.0,81209.82
A046953,1007.0,104063.21
A046954,1461.0,50352.39
A046955,1267.0,56557.13
A046956,1518.0,86426.96
A046957,714.0,42725.71
A046958,1056.0,30909.15
A046959,1113.0,85940.79
A046960,645.0,98051.24
A046961,518.0,62853.54
A046962,548.0,46492.71
A046963,457.0,77180.45
A046964,911.0,94437.97
A046965,1319.0,70246.13
A046966,639.0,90427.51
A046967,966.0,55233.16
A046968,626.0,106195.47
A046969,1486.0,25484.32
A046970,742.0,50635.99
A046971,1386.0,73351.26
A046972,423.0,86535.82
A046973,883.0,43603.4
A046974,1395.0,16847.42
A046975,1226.0,122772.03
A046976,942.0,50092.37
A046977,1084.0,78024.23
A046978,1046.0,70439.32
A046979,476.0,60622.08
A046980,494.0,35270.07
A046981,586.0,122724.92
A046982,907.0,28543.05
A046983,688.0,75046.38
A046984,1399.0,86582.74
A046985,1084.0,109211.15
A046986,1518.0,136557.51
A046987,749.0,79380.76
A046988,1281.0,78239.88
A046989,1232.0,97202.68
A046990,425.0,87373.57
A046991,599.0,47943.75
A046992,1410.0,50565.92
A046993,728.0,27352.25
A046994,1576.0,60267.68
A046995,1153.0,57852.36
A046996,604.0,95434.76
A046997,588.0,52554.41
A046998,1319.0,89770.21
A046999,1380.0,72069.02
A047000,1442.0,106425.2
A047001,419.0,102230.88
A047002,1322.0,56936.24
A047003,1317.0,57392.45
A047004,1278.0,101440.28
A047005,1483.0,64601.44
A047006,1213.0,49183.36
A047007,1158.0,94286.14
A047008,524.0,48298.0
A047009,1436.0,97105.31
A047010,706.0,80998.34
A047011,1472.0,45808.92
A047012,421.0,88778.26
A047013,573.0,20374.1
A047014,1447.0,93113.27
A047015,790.0,76120.44
A047016,620.0,136385.32
A047017,964.0,45536.26
A047018,997.0,124104.95
A047019,617.0,119821.33
A047020,706.0,39014.12
A047021,1061.0,137432.87
A047022,1181.0,104171.31
A047023,998.0,94439.07
A047024,1251.0,49856.12
A047025,1296.0,74407.1
A047026,904.0,112532.51
A047027,1238.0,87611.09
A047028,632.0,45633.07
A047029,550.0,86118.63
A047030,668.0,91214.07
A047031,1309.0,90203.34
A047032,578.0,91899.02
A047033,667.0,78592.73
A047034,1037.0,84015.13
A047035,529.0,94092.3
A047036,1404.0,77167.7
A047037,875.0,69783.33
A047038,735.0,34778.88
A047039,1176.0,54387.43
A047040,1298.0,29651.28
A047041,688.0,115767.25
A047042,1069.0,31236.29
A047043,1541.0,70230.96
A047044,1161.0,76882.17
A047045,757.0,49302.33
A047046,447.0,79869.9
A047047,416.0,96402.31
A047048,570.0,53786.69
A047049,1138.0,38258.7
A047050,1019.0,48960.36
A047051,1355.0,86650.82
A047052,1188.0,80154.98
A047053,807.0,96654.46
A047054,942.0,119113.19
A047055,1092.0,57852.15
A047056,524.0,47454.22
A047057,1182.0,117394.84
A047058,1030.0,49159.01
A047059,1524.0,86565.64
A047060,1392.0,22093.6
A047061,601.0,69407.63
A047062,1414.0,71051.76
A047063,713.0,128862.1
A047064,435.0,92452.93
A047065,705.0,94536.13
A047066,1275.0,36263.87
A047067,860.0,67885.19
A047068,1592.0,107158.61
A047069,1296.0,31368.18
A047070,955.0,111042.32
A047071,745.0,59238.92
A047072,1519.0,67693.51
A047073,1495.0,74938.65
A047074,759.0,102851.15
A047075,1372.0,82501.8
A047076,1120.0,65190.69
A047077,563.0,92351.69
A047078,1009.0,26094.92
A047079,756.0,55758.96
A047080,1575.0,81053.91
A047081,892.0,56429.89
A047082,706.0,35652.59
A047083,691.0,29780.17
A047084,746.0,104023.53
A047085,908.0,113775.66
A047086,1054.0,93409.42
A047087,1329.0,98531.53
A047088,475.0,43315.08
A047089,1000.0,61308.84
A047090,443.0,70749.64
A047091,906.0,61519.02
A047092,771.0,31838.11
A047093,1153.0,46314.92
A047094,1084.0,39225.58
A047095,1334.0,27955.04
A047096,1116.0,80731.04
A047097,1033.0,122001.12
A047098,1251.0,80712.68
A047099,489.0,101718.05
A047100,1454.0,79494.74
A047101,1253.0,66819.32
A047102,1055.0,45860.76
A047103,1171.0,26263.35
A047104,1477.0,94413.7
A047105,1487.0,43362.97
A047106,759.0,9146.62
A047107,1260.0,84926.18
A047108,902.0,84106.99
A047109,735.0,41101.43
A047110,534.0,37230.15
A047111,1140.0,86048.05
A047112,1061.0,74070.74
A047113,1103.0,119542.32
A047114,1444.0,37046.32
A047115,839.0,64607.06
A047116,482.0,42942.89
A047117,595.0,101616.67
A047118,911.0,41933.51
A047119,534.0,55467.44
A047120,719.0,42153.13
A047121,1300.0,50053.44
A047122,1421.0,49869.93
A047123,957.0,113904.38
A047124,642.0,80219.24
A047125,1592.0,48227.01
A047126,557.0,111969.44
A047127,1123.0,29703.65
A047128,1163.0,30866.14
A047129,663.0,51542.03
A047130,1389.0,72974.58
A047131,459.0,25543.48
A047132,670.0,36994.65
A047133,649.0,102765.0
A047134,1517.0,25408.94
A047135,488.0,40921.43
A047136,1355.0,37475.13
A047137,1340.0,81805.06
A047138,1148.0,23116.35
A047139,1453.0,113152.65
A047140,1089.0,90728.14
A047141,745.0,29451.91
A047142,422.0,70333.1
A047143,1345.0,125777.32
A047144,564.0,65899.45
A047145,1590.0,73026.06
A047146,894.0,60448.65
A047147,431.0,86703.35
A047148,1174.0,38156.31
A047149,539.0,54400.44
A047150,1437.0,87085.66
A047151,979.0,95610.22
A047152,767.0,51889.6
A047153,736.0,79294.82
A047154,1265.0,56593.96
A047155,1386.0,75563.62
A047156,1533.0,21816.2
A047157,1426.0,130377.29
A047158,838.0,96431.86
A047159,1123.0,60513.17
A047160,1127.0,77417.67
A047161,1020.0,86945.23
A047162,1253.0,92014.5
A047163,496.0,39850.65
A047164,1237.0,24109.89
A047165,851.0,33783.49
A047166,1572.0,56110.03
A047167,1489.0,76556.75
A047168,1343.0,105847.63
A047169,482.0,20447.62
A047170,1358.0,85176.68
A047171,860.0,101834.39
A047172,869.0,53635.68
A047173,1150.0,21152.27
A047174,588.0,115943.61
A047175,1460.0,75915.22
A047176,1584.0,50242.81
A047177,1596.0,61284.81
A047178,1489.0,45711.05
A047179,1122.0,99832.62
A047180,1006.0,88276.01
A047181,851.0,44120.91
A047182,1197.0,48306.62
A047183,922.0,54129.95
A047184,811.0,34494.09
A047185,1186.0,36875.55
A047186,1038.0,108735.07
A047187,486.0,95185.48
A047188,683.0,100377.27
A047189,662.0,86462.96
A047190,1514.0,23219.21
A047191,1237.0,107492.36
A047192,669.0,23508.58
A047193,582.0,89822.87
A047194,547.0,139091.12
A047195,445.0,68127.25
A047196,1391.0,99599.72
A047197,786.0,95578.7
A047198,1322.0,79555.36
A047199,1086.0,66537.47
A047200,821.0,20701.77
A047201,493.0,59169.84
A047202,1024.0,22465.43
A047203,781.0,65395.27
A047204,1558.0,85211.74
A047205,974.0,51262.63
A047206,511.0,76110.94
A047207,994.0,124516.83
A047208,907.0,81025.08
A047209,1252.0,63650.92
A047210,415.0,85427.56
A047211,723.0,68806.92
A047212,718.0,104698.82
A047213,1237.0,52050.95
A047214,1587.0,109474.13
A047215,652.0,97751.75
A047216,425.0,26733.16
A047217,1453.0,21582.34
A047218,1063.0,86858.84
A047219,1371.0,60341.48
A047220,967.0,39408.46
A047221,997.0,140959.45
A047222,552.0,52191.71
A047223,1582.0,107108.26
A047224,473.0,119537.45
A047225,1481.0,21990.75
A047226,433.0,39634.59
A047227,1229.0,54817.17
A047228,1429.0,56782.77
A047229,1454.0,93575.31
A047230,929.0,73603.4
A047231,872.0,73061.78
A047232,1338.0,26696.79
A047233,794.0,48473.26
A047234,500.0,126056.08
A047235,1005.0,68156.81
A047236,1305.0,24395.19
A047237,1070.0,51266.93
A047238,582.0,119027.67
A047239,420.0,125105.09
A047240,670.0,81825.3
A047241,1513.0,74078.67
A047242,1136.0,42237.06
A047243,488.0,12711.44
A047244,835.0,48890.95
A047245,972.0,45255.24
A047246,1410.0,35551.85
A047247,839.0,45866.43
A047248,929.0,41884.26
A047249,1544.0,34959.04
A047250,814.0,62517.33
A047251,757.0,93089.25
A047252,1314.0,99881.83
A047253,601.0,100630.96
A047254,1110.0,31907.67
A047255,1596.0,38293.04
A047256,1100.0,70793.1
A047257,823.0,56166.53
A047258,796.0,21670.79
A047259,1494.0,69638.13
A047260,697.0,74194.72
A047261,1383.0,93189.51
A047262,797.0,63827.55
A047263,885.0,112557.9
A047264,1359.0,114614.48
A047265,1329.0,33764.71
A047266,1332.0,59891.04
A047267,439.0,60962.33
A047268,532.0,83913.26
A047269,824.0,103054.51
A047270,1382.0,47983.67
A047271,1535.0,59280.15
A047272,891.0,94015.38
A047273,472.0,94292.37
A047274,907.0,68251.88
A047275,761.0,89643.07
A047276,570.0,91233.51
A047277,501.0,70221.3
A047278,810.0,80441.13
A047279,789.0,25813.89
A047280,1011.0,113914.98
A047281,1292.0,64544.26
A047282,905.0,67083.49
A047283,783.0,59193.42
A047284,903.0,78557.69
A047285,935.0,19699.39
A047286,753.0,68863.59
A047287,1340.0,65418.53
A047288,1318.0,54837.81
A047289,1072.0,107932.96
A047290,1285.0,93325.02
A047291,1121.0,44849.02
A047292,1213.0,77438.67
A047293,1234.0,56837.42
A047294,441.0,106278.42
A047295,1381.0,59106.85
A047296,1000.0,104515.6
A047297,475.0,60613.61
A047298,977.0,34503.99
A047299,1494.0,71499.3
A047300,532.0,25512.9
A047301,855.0,55822.59
A047302,828.0,79819.51
A047303,802.0,15823.65
A047304,666.0,124898.49
A047305,1576.0,97867.45
A047306,979.0,36416.84
A047307,720.0,109149.37
A047308,1537.0,109953.39
A047309,973.0,45013.21
A047310,1538.0,53592.53
A047311,1409.0,92873.55
A047312,1513.0,98370.93
A047313,1469.0,81293.74
A047314,657.0,74132.55
A047315,500.0,50160.88
A047316,1367.0,79542.11
A047317,1348.0,129622.81
A047318,943.0,61874.13
A047319,1393.0,21234.22
A047320,491.0,26113.48
A047321,1572.0,36361.84
A047322,1503.0,73777.77
A047323,1562.0,114491.02
A047324,419.0,144135.55
A047325,994.0,77126.46
A047326,933.0,116598.24
A047327,722.0,134869.5
A047328,624.0,66898.3
A047329,485.0,97663.33
A047330,1106.0,50099.65
A047331,678.0,69705.68
A047332,570.0,32186.21
A047333,485.0,60171.82
A047334,792.0,118159.8
A047335,975.0,47441.0
A047336,833.0,102668.54
A047337,798.0,81913.73
A047338,1561.0,84557.91
A047339,1310.0,48805.14
A047340,895.0,113758.65
A047341,1468.0,74130.65
A047342,715.0,70132.61
A047343,669.0,30648.89
A047344,1070.0,80242.83
A047345,642.0,72701.01
A047346,1588.0,59123.93
A047347,1593.0,93523.83
A047348,1293.0,38586.72
A047349,1394.0,87079.19
A047350,425.0,91479.54
A047351,1064.0,15277.32
A047352,1146.0,18376.59
A047353,853.0,57367.93
A047354,1223.0,42859.03
A047355,1341.0,43221.74
A047356,628.0,113439.02
A047357,854.0,116658.32
A047358,1121.0,45161.29
A047359,1265.0,106213.44
A047360,1373.0,100971.91
