user_id,num_accounts,txn_count,total_txn_amount,avg_portfolio_value
U24908,4,122,350425.51,89860.28
U24909,2,66,176076.93,94341.86
U24910,5,157,481214.74,87607.14
U24913,2,45,107344.53,63542.71
U24914,1,33,92176.72,63901.33
U24916,2,67,209882.6,92926.9
U24917,1,38,105350.04,92658.58
U24918,2,93,268624.25,112592.89
U24919,2,59,190766.8,125042.54
U24920,1,30,77516.78,76075.84
U24922,2,25,67384.04,26716.26
U24923,2,62,190455.79,111119.02
U24924,3,105,269342.17,86395.93
U24925,2,32,107281.37,52245.95
U24926,3,96,266921.37,86890.25
U24927,2,51,144760.83,82360.21
U24929,2,64,185321.51,78665.72
U24930,2,68,174127.42,72782.75
U24931,1,43,113531.85,95823.84
U24932,3,94,239824.36,75775.04
U24934,2,28,72627.28,36589.13
U24936,2,50,110066.99,40182.25
U24937,2,59,173097.61,81432.53
U24938,3,102,260192.03,71377.12
U24939,2,26,79049.83,37168.95
U24940,4,144,427839.6,94850.46
U24941,6,210,601359.69,93967.5
U24942,3,125,394261.17,115587.03
U24943,1,45,133120.3,128092.02
U24945,2,71,179496.91,100050.37
U24947,3,106,271746.96,87944.03
U24949,1,13,34137.46,27538.26
U24950,5,145,407501.13,87403.26
U24951,2,51,132332.76,78869.38
U24952,1,32,89176.72,75738.7
U24953,1,12,33139.63,26728.69
U24955,1,30,88267.29,75348.27
U24956,2,55,180149.67,101256.12
U24957,1,38,123314.58,98727.66
U24958,1,14,44751.26,44751.26
U24959,1,34,94324.28,74878.54
U24960,1,15,41140.76,40591.86
U24962,4,129,385690.45,95556.79
U24963,3,99,253790.89,75380.56
U24964,2,39,106376.13,56786.92
U24965,1,42,117008.58,107428.52
U24966,2,67,190841.88,90529.7
U24967,2,52,135575.06,59150.88
U24968,3,105,309397.0,100106.64
U24969,2,55,161915.65,77832.04
U24970,1,10,22633.38,22633.38
U24971,2,92,241104.09,109649.16
U24972,4,121,335998.79,75302.06
U24973,1,16,59551.72,54805.56
U24974,2,66,196613.22,98201.23
U24975,3,103,289303.47,97775.46
U24976,5,114,304498.78,69152.7
U24977,1,35,101206.15,84452.19
U24978,7,243,669905.54,91193.75
U24979,1,48,140095.06,121772.56
U24980,3,115,312218.16,109191.27
U24981,4,128,341854.09,70750.81
U24982,1,37,110367.38,96311.14
U24983,3,83,215653.18,59873.11
U24984,2,29,88493.62,34699.26
U24985,2,39,110441.58,47816.52
U24986,3,113,297810.9,92072.68
U24987,4,97,259738.04,73928.59
U24988,3,78,218777.86,59656.28
U24989,3,87,237201.65,76727.12
U24990,2,52,139924.77,76706.7
U24991,1,36,99080.76,75631.65
U24992,2,50,135571.82,78297.59
U24993,4,137,411713.74,113291.94
U24994,1,28,82150.89,71051.99
U24995,1,20,55070.52,49714.1
U24996,3,112,309967.76,105154.48
U24997,1,25,72220.67,68832.27
U24998,2,59,169268.79,73651.74
U24999,3,88,249593.99,85725.26
U25000,3,105,302157.66,99935.78
U25001,2,65,173170.03,68668.01
U25003,1,36,81851.71,74017.37
U25004,2,75,210252.23,94124.14
U25005,1,29,83303.78,73339.3
U25007,2,78,225100.91,104778.31
U25008,1,20,57506.69,45059.89
U25009,2,66,179452.38,78862.1
U25010,3,97,269519.57,81300.24
U25011,4,127,357871.0,97380.07
U25012,2,58,142974.28,81802.48
U25013,2,70,192735.54,90846.67
U25014,3,64,201329.82,68575.21
U25015,1,20,63265.94,58994.43
U25016,3,90,260514.51,81720.53
U25017,1,24,61526.7,50678.64
U25018,4,110,291402.21,78763.78
U25021,1,49,163414.47,138491.01
U25022,1,31,74384.21,68612.07
U25023,4,127,329531.9,73079.88
U25024,3,86,222955.72,81336.86
U25025,2,65,182059.49,97491.65
U25026,3,90,273860.78,90076.69
U25028,1,28,65545.7,53374.48
U25029,5,165,446074.02,88001.64
U25030,2,86,256641.48,104631.99
U25031,1,31,94040.52,86315.46
U25032,3,105,308562.85,86511.84
U25033,1,30,82429.67,77802.59
U25034,4,73,216800.58,54823.56
U25035,1,34,95831.18,83909.56
U25037,1,30,81449.56,78920.24
U25039,2,63,186466.29,78525.13
U25040,3,54,149650.78,55644.09
U25041,2,70,209929.61,104831.18
U25042,5,103,277144.56,54059.94
U25043,5,173,462478.39,85091.04
U25045,4,139,368912.57,95851.89
U25047,3,105,290962.82,90631.9
U25048,2,51,137590.96,72565.78
U25049,3,126,346155.88,98403.11
U25050,2,79,244446.84,104658.68
U25051,1,35,90821.18,79589.46
U25052,6,218,597006.47,88175.37
U25053,1,41,122760.86,105648.07
U25054,2,46,121947.67,56918.45
U25055,4,143,399188.78,105113.07
U25056,1,30,85685.24,53686.1
U25057,2,77,209736.37,106541.35
U25058,2,51,150012.01,84393.78
U25059,2,26,78664.6,38348.68
U25060,3,133,411869.98,125017.43
U25061,2,59,146241.54,69941.54
U25062,2,59,155771.79,76252.38
U25063,4,141,406013.39,84629.08
U25064,3,91,265180.35,86600.47
U25065,1,15,38577.59,38577.59
U25066,3,99,285703.31,78919.28
U25067,6,186,505280.88,78513.62
U25068,1,34,96515.15,70500.71
U25069,1,24,67380.14,56827.16
U25070,4,97,243933.45,53196.56
U25072,1,45,128565.59,94966.07
U25073,2,41,113222.3,48872.79
U25074,3,68,216756.61,67510.07
U25075,1,31,77007.64,64596.0
U25076,3,46,116488.61,37142.25
U25077,2,55,153828.9,58918.78
U25078,2,92,279500.95,123811.42
U25079,3,109,259391.4,67530.22
U25080,2,54,157763.17,74966.65
U25082,2,67,181144.98,85549.76
U25083,2,95,275279.09,121226.58
U25084,5,147,408964.82,84786.17
U25086,2,56,153325.92,79488.45
U25087,1,45,121975.74,107846.66
U25088,1,19,37102.09,33828.13
U25089,1,26,77688.52,55506.18
U25090,1,28,85387.76,77105.11
U25091,1,15,41840.78,39712.82
U25092,1,31,99367.34,87149.9
U25093,1,27,69367.63,63419.83
U25094,4,133,373112.97,91920.63
U25095,3,102,269120.19,79002.65
U25096,2,35,95328.34,43702.79
U25097,4,113,304997.08,96563.52
U25098,3,58,142409.47,48310.08
U25099,4,91,251000.29,63710.9
U25100,4,127,338543.94,75670.35
U25101,3,110,337300.45,99373.81
U25102,1,36,99536.0,92708.4
U25104,1,14,40037.95,27543.81
U25105,3,101,299358.59,86183.65
U25107,2,40,112622.42,52544.94
U25108,3,71,169015.74,58193.5
U25109,2,76,208714.16,92892.93
U25110,6,166,452965.95,68543.78
U25111,3,79,222425.98,68388.91
U25112,2,74,225722.36,95818.0
U25113,3,67,203401.98,82711.58
U25114,2,31,97974.25,45446.42
U25115,4,94,226002.19,59083.6
U25116,3,96,262449.04,85825.53
U25117,3,127,380461.68,107409.57
U25118,6,181,484994.69,73632.15
U25119,2,75,193338.75,95436.07
U25120,4,127,370141.63,98174.68
U25121,2,52,156875.17,78647.8
U25123,2,40,119198.69,54084.58
U25124,3,72,203720.18,65412.23
U25125,4,99,276930.63,62643.82
U25127,1,42,119276.96,105398.04
U25128,1,24,66717.03,61841.33
U25129,1,32,80264.16,68626.44
U25130,4,116,333403.19,77809.87
U25131,1,35,104954.47,92187.23
U25132,3,81,231530.76,77815.47
U25133,1,46,144638.48,123992.23
U25134,4,139,405462.43,106153.24
U25136,1,15,48527.8,46110.96
U25137,1,19,62433.63,62433.63
U25138,1,32,60573.16,57942.36
U25139,3,76,220249.68,95757.15
U25140,1,44,110745.36,83742.54
U25141,3,73,169522.85,46048.12
U25143,3,77,207173.94,62621.47
U25144,1,15,39502.81,39502.81
U25145,1,33,94808.43,55791.51
U25146,3,130,356156.14,99225.0
U25147,3,127,354984.82,104614.45
U25148,3,86,213221.56,69967.16
U25149,2,54,136051.3,67057.07
U25151,1,43,116889.04,113939.92
U25152,1,19,52821.73,40809.53
U25153,2,63,176811.94,86480.61
U25154,3,76,207962.32,69805.31
U25155,2,43,112990.51,47678.77
U25156,2,51,160504.44,97068.93
U25157,3,135,367815.1,110421.4
U25158,3,125,339758.85,96868.49
U25159,4,107,311261.1,69299.86
U25160,1,23,66502.99,65560.54
U25161,1,12,29697.52,22198.84
U25162,1,42,123841.46,98963.98
U25163,2,56,167621.74,89038.99
U25164,1,15,37281.17,34152.05
U25165,5,126,351404.06,69174.05
U25167,2,29,78231.55,35924.59
U25168,2,78,223160.53,98817.44
U25169,4,123,298831.41,76789.98
U25170,1,41,96202.01,77319.81
U25171,2,48,138665.92,63122.15
U25172,2,72,230637.51,100964.98
U25173,3,74,191348.37,58710.29
U25174,6,165,455969.78,80688.47
U25175,1,13,25888.57,16512.81
U25176,3,82,236636.63,87127.14
U25177,2,88,243289.18,107364.27
U25178,4,150,402561.7,96815.08
U25179,2,61,173966.65,71520.74
U25180,2,59,157576.9,74659.4
U25181,2,68,171663.16,84734.68
U25182,2,58,164740.02,64976.56
U25183,2,65,190886.79,111757.55
U25184,1,22,54065.04,30496.58
U25185,1,16,40916.41,40916.41
U25186,5,105,312898.45,60059.81
U25187,5,166,453915.33,83577.29
U25188,3,85,227222.54,82523.43
U25189,5,124,314432.91,62799.89
U25190,3,96,255491.02,66370.24
U25193,4,178,481164.11,96935.12
U25194,2,67,163766.93,80135.78
U25196,2,91,247517.97,103943.98
U25197,2,75,205974.59,108828.12
U25198,3,101,283692.04,80744.15
U25199,2,58,140988.18,80353.67
U25200,3,54,147005.53,58060.74
U25201,2,44,115508.18,62450.6
U25203,1,43,121552.11,99638.97
U25204,5,105,284637.58,69833.06
U25205,2,41,115826.06,45807.86
U25208,2,64,180109.23,92508.15
U25209,4,98,284801.39,70719.31
U25210,1,45,116415.74,88132.9
U25213,2,63,187792.39,96827.82
U25214,1,43,107703.75,92385.13
U25215,1,23,59790.11,44967.03
U25216,6,117,322716.3,51597.4
U25217,3,96,273274.62,80944.53
U25218,2,61,167377.4,74804.96
U25219,4,125,339352.59,76724.78
U25220,4,93,253103.24,60324.7
U25221,2,46,128832.76,63774.72
U25222,3,91,253354.45,80979.23
U25223,3,114,326105.48,94164.35
U25225,1,14,35040.47,35040.47
U25228,3,65,191102.68,55643.25
U25229,1,28,67797.47,63106.03
U25230,5,129,348052.43,60449.81
U25231,7,246,636653.41,85328.61
U25232,1,38,92112.18,76150.7
U25233,5,111,278414.22,47359.42
U25234,1,21,65566.81,58270.31
U25235,3,65,178892.66,60153.88
U25236,2,55,127722.92,60005.17
U25237,1,31,79656.9,62736.64
U25239,3,78,223152.43,79848.86
U25240,2,54,132807.53,51833.03
U25241,2,38,108821.29,55682.14
U25242,4,107,292528.09,77786.64
U25243,3,82,224127.75,72909.96
U25244,4,118,330884.68,75679.14
U25245,2,70,196791.94,93761.36
U25246,3,110,355705.92,106599.9
U25247,2,52,160937.1,73143.38
U25248,1,37,110658.37,107220.09
U25249,2,49,133656.26,73411.85
U25250,1,24,49637.45,27267.43
U25251,3,97,268946.31,85159.92
U25252,4,63,165398.78,38495.73
U25253,2,30,87137.18,31138.82
U25254,5,147,450440.65,95066.69
U25255,1,17,46689.27,46689.27
U25256,3,107,269264.07,71221.86
U25257,1,34,90747.5,84434.6
U25258,1,43,133891.63,123816.43
U25259,1,44,120633.73,93432.69
U25261,3,103,307591.09,102479.83
U25263,2,58,150768.96,72485.35
U25264,3,88,239039.02,68813.11
U25265,2,40,108296.21,51283.5
U25266,5,133,342294.34,69957.24
U25269,2,55,160795.54,82691.73
U25270,1,11,37312.04,29483.0
U25271,3,145,390603.73,109017.02
U25272,4,95,233747.93,49052.92
U25275,4,123,353895.61,93151.31
U25277,3,57,166994.29,65414.72
U25278,3,95,250698.62,77085.04
U25279,2,63,164092.26,80658.08
U25280,2,75,203895.22,87979.62
U25281,3,79,214312.94,75089.73
U25282,2,70,178116.44,83862.42
U25283,2,95,248721.65,115520.34
U25284,2,86,262992.61,113602.93
U25285,2,45,131156.06,64469.33
U25286,2,66,160490.38,66724.36
U25287,2,50,126743.11,60563.08
U25288,4,93,243169.51,62858.52
U25289,2,60,126611.93,54142.2
U25290,2,51,117542.22,56474.25
U25291,1,16,40716.18,34873.26
U25293,1,31,93478.25,70423.11
U25294,2,42,125180.26,53169.01
U25297,2,83,227392.9,102690.94
U25298,1,32,90068.3,75132.04
U25299,5,163,469679.35,90603.74
U25300,1,24,78569.61,65981.35
U25302,1,24,68130.68,59193.42
U25303,1,33,91823.27,89235.99
U25305,5,146,400044.26,87613.64
U25306,3,89,261069.54,82350.03
U25307,1,19,49830.37,36356.13
U25308,3,96,285203.12,88624.78
U25309,4,119,313855.06,74167.64
U25311,1,27,73870.96,53664.1
U25312,2,91,272913.72,115907.88
U25313,4,97,260121.89,64426.96
U25314,1,41,99733.61,90750.23
U25315,2,82,234562.72,106446.68
U25317,1,37,91084.38,78475.2
U25318,2,76,213642.58,96763.25
U25320,4,106,289120.87,69448.63
U25321,4,104,276493.63,62817.67
U25322,2,39,105723.91,45525.09
U25323,3,75,223879.85,71235.43
U25324,2,70,202325.77,95292.63
U25325,1,48,143862.65,126434.87
U25327,1,46,127024.35,105327.07
U25328,5,171,424697.29,83888.02
U25329,4,104,256252.54,61148.38
U25330,2,55,165269.01,80797.38
U25331,1,15,38030.39,27692.15
U25332,2,42,115557.28,49230.2
U25333,2,27,74092.51,36816.88
U25334,2,77,225407.54,114703.66
U25335,2,52,145334.07,66859.42
U25336,3,82,215091.84,58512.37
U25337,4,104,243243.17,63168.95
U25338,1,33,83383.11,66808.58
U25339,1,50,136215.98,98641.56
U25340,1,35,82673.14,71095.86
U25341,3,104,276238.99,78982.81
U25342,2,59,168204.52,89277.63
U25343,2,85,235443.66,105511.41
U25344,2,50,141177.81,78505.39
U25345,4,123,322141.74,88696.27
U25346,1,21,51639.95,33735.72
U25347,1,13,27732.84,24661.84
U25348,4,120,331001.21,81518.73
U25349,3,119,337913.71,96028.34
U25350,2,53,135121.71,58509.63
U25351,4,92,265553.76,62144.21
U25352,4,165,466353.4,109856.63
U25353,2,51,131180.22,78451.47
U25354,1,44,117175.52,95215.7
U25355,2,93,270559.72,119666.2
U25356,1,43,125200.34,118597.4
U25359,2,63,163649.46,93950.88
U25360,5,140,385513.18,70142.87
U25362,2,45,120512.59,71542.81
U25363,4,131,332578.98,85404.74
U25364,2,67,188792.88,83304.34
U25365,4,137,372888.59,92414.68
U25366,2,44,121832.61,48717.59
U25367,2,58,162129.83,77938.34
U25368,1,50,119081.99,93028.31
U25369,1,38,113466.59,100674.71
U25370,3,90,233967.12,85535.41
U25371,3,59,174872.69,50816.34
U25373,1,21,57284.29,55191.25
U25374,2,64,190330.83,70037.14
U25375,4,101,303676.43,75392.36
U25377,3,137,386339.11,109237.11
U25378,1,38,104879.88,98786.2
U25379,5,142,366339.15,75616.74
U25381,2,81,216047.18,88948.44
U25382,3,107,332806.41,121826.91
U25383,1,44,131392.08,127201.22
U25384,1,38,104161.01,99065.18
U25385,2,86,230117.82,102774.1
U25386,2,63,169559.77,70850.17
U25387,4,136,389541.51,94412.09
U25388,2,86,235889.87,89969.34
U25389,2,67,183853.38,90111.21
U25391,2,53,173261.88,108896.56
U25392,3,114,309778.39,92628.87
U25393,4,141,368293.74,91207.67
U25395,1,42,120735.78,108659.12
U25396,1,45,127075.86,119908.32
U25397,3,68,182036.51,52819.91
U25399,3,101,273031.22,89446.4
U25400,3,59,163415.02,52120.09
U25402,2,51,139732.69,58345.68
U25403,3,76,209023.19,69532.37
U25404,1,33,64630.39,48377.83
U25405,2,51,141694.09,67511.68
U25406,2,34,88833.8,39736.73
U25407,3,70,198666.73,59806.87
U25408,2,50,129587.42,47400.37
U25411,1,32,94139.46,86436.06
U25412,5,172,475132.14,89084.14
U25413,3,107,292541.93,92962.13
U25414,2,74,210696.29,93331.03
U25415,3,87,240680.61,78164.41
U25417,5,134,373282.89,67956.09
U25418,2,71,195645.17,88662.02
U25419,2,63,177283.52,105519.15
U25420,2,41,126239.5,66578.28
U25421,1,31,86853.8,80615.04
U25422,3,81,221715.88,73445.7
U25423,3,95,272368.44,77660.63
U25424,6,156,447286.0,69147.32
U25425,3,65,175892.82,59942.99
U25428,3,47,149942.04,53982.33
U25430,1,36,98781.97,79013.99
U25431,1,20,61111.09,57488.67
U25432,2,60,175113.06,79932.23
U25433,1,44,118834.58,113200.12
U25435,5,137,392754.46,81322.25
U25437,5,183,472878.71,93119.78
U25438,2,80,234937.48,112822.53
U25439,3,59,170275.46,59622.46
U25440,3,107,326490.25,107879.86
U25443,1,24,66259.62,52692.08
U25444,2,73,213914.04,93917.08
U25445,2,56,163792.14,80339.87
U25446,1,45,124084.02,118773.38
U25447,1,19,55886.16,29863.99
U25448,4,141,394215.66,97222.02
U25449,3,120,342880.46,104257.82
U25450,3,68,164922.1,61232.46
U25451,3,131,366579.38,103520.53
U25452,1,40,84421.14,58399.1
U25453,2,55,179142.88,124051.47
U25454,1,48,114708.51,93625.51
U25456,3,135,397073.54,120450.62
U25457,2,59,181085.59,76507.64
U25459,3,69,151687.6,44492.61
U25460,1,38,109011.64,97878.06
U25461,1,20,62616.06,62616.06
U25463,3,62,167138.74,49084.67
U25464,1,20,57838.88,43736.9
U25465,3,112,316077.31,102500.08
U25466,1,44,118922.1,100304.28
U25467,1,41,111415.61,86053.97
U25468,1,14,38170.81,36705.76
U25470,2,90,264965.72,110029.11
U25471,3,97,289304.47,93261.87
U25472,3,41,97343.13,29310.15
U25473,2,90,272239.63,116905.2
U25474,1,20,58664.67,50019.29
U25475,1,48,121971.49,93184.57
U25476,4,103,269496.91,63610.04
U25477,2,59,150799.05,102884.01
U25478,1,15,33404.57,28015.09
U25479,3,100,283880.94,93435.28
U25480,1,42,122698.51,100377.67
U25481,4,110,291731.21,80397.87
U25482,1,22,51584.76,44888.58
U25484,6,187,529420.02,84592.62
U25485,3,100,272622.57,82785.23
U25486,4,73,208215.52,45716.05
U25488,1,47,154382.33,128460.41
U25489,1,29,94096.94,78514.24
U25490,2,56,146332.14,65845.38
U25491,3,95,254964.51,84832.82
U25492,1,27,79890.53,63784.43
U25493,5,174,447467.32,70989.74
U25494,2,61,153114.72,63697.41
U25495,3,108,255690.4,91622.11
U25496,3,98,291840.09,99509.97
U25497,1,50,141301.11,125105.09
U25498,3,83,219934.63,64143.34
U25499,4,146,404170.63,89196.85
U25500,3,81,206895.6,75335.11
U25502,2,60,188513.09,80069.63
U25503,2,63,172333.1,101566.89
U25504,6,155,446479.24,69984.99
U25506,1,40,101483.33,85723.69
U25507,2,61,177088.76,79816.72
U25508,2,65,201397.5,97663.0
U25509,4,96,251061.32,62054.25
U25510,3,76,212222.24,64296.12
U25511,3,104,289505.0,106578.47
U25512,3,125,349339.58,107299.46
U25513,2,72,182877.23,85709.6
U25514,2,88,231198.3,87463.32
U25515,4,113,369851.75,100501.65
U25516,3,95,279253.34,104685.58
U25517,3,74,228842.08,76842.94
U25519,4,105,306501.2,88969.73
U25520,4,128,358482.05,89848.7
U25521,2,73,176861.27,74636.87
U25522,1,47,153713.32,124256.58
U25523,3,79,219571.86,74237.51
U25524,1,48,109403.45,97121.63
U25525,2,46,137589.27,59050.04
U25526,5,112,319987.51,61087.9
U25527,1,10,25029.35,4152.45
U25528,3,81,226010.74,76054.44
U25531,5,134,343687.98,67819.36
U25532,4,119,348843.55,78242.3
U25533,3,90,234316.24,74660.62
U25534,1,31,81232.62,74333.3
U25535,3,132,358414.52,100510.04
U25536,3,38,104053.21,27013.08
U25537,2,74,194035.46,90036.76
U25538,1,20,50246.25,41508.81
U25541,1,22,64153.12,60208.62
U25542,3,73,215373.64,81210.81
U25543,2,84,252488.42,107924.26
U25544,3,108,287829.65,87816.83
U25545,2,83,243033.26,105794.12
U25546,2,44,111073.86,47613.93
U25547,2,42,125121.91,54261.77
U25548,1,38,105444.84,93162.34
U25549,1,28,85056.08,64335.02
U25550,1,21,48769.15,29519.59
U25551,1,38,104159.21,91415.07
U25552,2,60,157760.48,87179.87
U25553,5,131,394316.76,81850.74
U25554,2,54,164523.44,78630.69
U25555,2,57,166037.16,71439.07
U25556,3,93,251123.8,78059.58
U25557,3,105,283578.06,88970.28
U25558,1,10,23809.41,23809.41
U25559,2,55,160318.25,89460.02
U25560,3,96,249601.22,75177.89
U25561,5,138,353012.96,77171.94
U25562,2,54,149716.86,73422.23
U25563,2,49,153781.07,84903.3
U25564,1,48,158331.61,151310.17
U25566,4,110,270578.25,61098.61
U25568,2,54,144966.03,66750.12
U25569,3,60,163330.98,59724.56
U25570,2,82,214835.07,101888.68
U25571,3,83,234870.34,71968.73
U25572,2,41,105105.5,61570.13
U25573,2,68,196025.56,104949.46
U25574,4,144,431938.73,109412.13
U25575,3,100,299026.13,107397.25
U25576,1,43,123955.92,107762.59
U25577,1,27,85634.43,73021.65
U25578,1,38,105604.0,88983.24
U25579,3,126,349089.64,91407.35
U25581,4,69,182849.76,33792.48
U25582,1,28,84358.76,75720.3
U25584,1,18,44205.27,37593.27
U25585,2,69,209658.49,94339.92
U25586,2,44,132278.56,63582.88
U25587,3,76,193552.32,91355.91
U25588,1,39,113231.85,91274.01
U25589,3,81,243164.87,81407.34
U25592,2,66,185049.56,84483.5
U25593,2,32,76548.3,36823.17
U25594,1,39,107507.19,90250.63
U25595,3,94,247581.52,94059.68
U25596,3,83,211922.06,66671.63
U25597,1,11,30295.85,23228.77
U25598,1,49,134613.63,110721.19
U25599,3,112,315991.82,88997.22
U25600,1,34,95611.3,82580.82
U25601,3,92,251128.31,86514.47
U25603,2,56,141987.14,68031.42
U25604,4,89,222310.53,53551.15
U25605,2,94,237825.87,106584.91
U25606,2,52,143475.54,72039.68
U25607,2,66,162487.13,63432.16
U25608,4,126,358881.86,91531.16
U25609,1,14,47691.03,38701.97
U25610,3,116,321003.56,100533.05
U25612,6,181,526547.32,103998.3
U25613,2,37,99198.0,37008.34
U25614,3,110,300839.74,87531.34
U25615,2,67,150913.79,78656.0
U25616,2,65,172323.32,75461.38
U25617,4,136,402691.99,92376.85
U25618,3,91,268633.16,81518.24
U25619,1,15,39218.86,39218.86
U25620,4,111,292576.91,66543.3
U25621,3,66,187348.56,68194.34
U25622,3,84,233787.96,77470.09
U25623,2,55,151934.86,84164.06
U25624,4,179,515417.41,115720.92
U25625,1,45,139352.04,110384.28
U25626,6,200,529390.26,81423.59
U25628,2,29,94675.18,50503.08
U25629,1,13,49551.47,40710.41
U25630,3,67,216678.79,70257.9
U25632,2,32,91598.09,38599.8
U25633,3,107,310777.69,93020.57
U25634,1,10,25795.58,19444.96
U25635,5,195,545233.96,98881.81
U25636,3,98,294122.82,106792.75
U25637,2,63,158032.92,95282.14
U25638,1,44,118007.99,91214.95
U25639,4,144,411538.66,91723.49
U25640,8,182,473142.92,54356.09
U25642,1,35,87206.56,75491.46
U25643,1,15,38509.08,33308.36
U25644,2,58,149401.34,68164.0
U25645,1,20,56308.46,40335.76
U25646,2,68,186040.39,96609.0
U25647,3,104,256397.44,74645.06
U25648,1,48,138475.8,91585.98
U25650,2,65,177992.3,85053.18
U25651,2,62,173318.41,82432.35
U25652,1,47,107714.16,70248.38
U25653,1,50,142015.79,119567.47
U25654,2,59,177719.83,81735.78
U25655,4,123,326904.97,90195.88
U25657,2,52,137269.11,74360.25
U25658,1,45,120495.89,108806.49
U25659,1,10,30012.11,19806.39
U25660,2,84,213122.0,92532.17
U25661,5,194,513847.84,85422.81
U25662,2,59,158479.69,72493.74
U25663,3,121,337625.4,103221.21
U25664,2,39,117803.91,62526.97
U25665,2,48,142306.28,66200.52
U25666,3,50,125193.72,36704.39
U25668,8,257,734664.94,92857.36
U25669,1,33,106423.03,99124.05
U25670,2,73,195730.73,100082.09
U25671,1,26,78793.92,59410.36
U25672,1,27,72139.4,42956.48
U25673,2,77,224878.95,90854.75
U25674,3,116,287617.49,88438.55
U25675,5,115,309561.71,66278.95
U25676,5,159,438155.28,90800.61
U25677,2,49,145076.57,96778.64
U25679,3,105,275579.5,78331.53
U25680,3,75,201827.29,69785.17
U25681,3,54,158290.88,38307.76
U25682,1,49,138526.55,132546.61
U25684,3,82,235845.91,85605.17
U25687,4,115,293275.73,72450.7
U25688,3,82,213496.06,72243.69
U25689,6,215,608552.63,93558.24
U25690,1,14,46449.83,43922.95
U25691,3,90,253464.64,92099.97
U25692,2,34,85377.68,42818.4
U25694,1,42,121858.26,116934.86
U25695,3,124,367161.78,114552.38
U25696,1,37,116523.37,116523.37
U25697,4,95,278945.3,62961.88
U25698,1,32,76124.26,56247.76
U25699,2,51,141843.86,80060.98
U25700,2,62,190490.41,85970.46
U25701,2,53,156780.06,69487.07
U25702,5,124,318831.26,67298.1
U25704,2,67,193268.47,84432.23
U25705,5,162,431301.15,80297.26
U25706,5,188,515505.38,90293.11
U25707,3,74,181683.28,68692.51
U25708,2,89,283189.74,121503.08
U25709,1,35,81789.36,66461.7
U25710,2,82,219383.98,84207.89
U25711,1,18,38339.33,38319.33
U25712,1,24,57333.09,50188.37
U25713,2,50,120724.18,63148.14
U25716,1,44,123292.6,118170.16
U25718,2,90,244377.59,101187.77
U25719,1,36,96869.27,84083.67
U25720,2,80,204946.17,83300.2
U25721,2,57,149307.13,93301.68
U25722,2,59,168707.06,78973.72
U25723,2,64,165691.71,80532.11
U25724,1,39,91279.74,70439.32
U25727,4,100,286951.75,74855.66
U25729,3,104,279628.24,81839.71
U25730,1,46,122119.92,104493.7
U25731,4,139,402032.96,89352.84
U25732,1,40,100652.11,90793.91
U25733,1,28,78104.46,67364.46
U25734,2,49,137421.85,63307.9
U25735,1,30,84711.72,80134.88
U25737,5,143,372030.26,64969.22
U25738,3,108,284622.22,92651.83
U25740,1,36,102296.86,92500.38
U25741,1,31,88727.06,71371.48
U25744,1,46,115829.49,101656.99
U25745,1,25,62737.04,48565.98
U25746,1,38,106175.22,89655.3
U25747,6,170,494900.4,80644.42
U25748,2,53,151682.53,82630.24
U25749,4,89,255191.57,65691.95
U25751,2,72,222418.38,104034.29
U25752,2,52,132011.24,59927.99
U25753,2,83,214504.18,83842.0
U25754,2,72,207416.66,94969.23
U25755,4,98,270508.91,84134.76
U25756,3,105,293900.36,100855.55
U25757,2,79,234190.33,102666.49
U25758,5,108,299672.34,54134.14
U25759,1,31,78627.84,68525.28
U25760,2,64,180562.87,69401.6
U25761,2,64,176891.87,78734.35
U25762,4,148,381927.48,83755.65
U25764,2,53,159738.94,90398.25
U25767,2,79,226291.6,92866.39
U25768,5,167,476391.96,90690.28
U25769,2,39,98164.95,48577.73
U25770,5,144,367138.06,63828.06
U25771,4,117,296098.22,69693.86
U25772,2,56,163618.96,77903.58
U25773,1,48,131196.76,123422.92
U25774,1,10,33407.57,21757.33
U25775,2,49,122939.47,59743.98
U25777,2,51,135449.44,67385.81
U25778,2,73,223220.91,103117.2
U25779,1,13,39122.25,39122.25
U25780,2,72,209349.19,94293.99
U25781,2,75,213436.65,95186.19
U25782,2,69,158022.41,74648.56
U25783,2,72,185800.44,87628.0
U25784,1,45,143174.97,125173.95
U25785,2,56,151531.13,68594.01
U25787,3,68,173700.05,71981.72
U25788,3,44,120942.59,32694.07
U25789,3,87,230683.77,80669.26
U25790,1,45,125078.85,122125.01
U25794,4,78,176635.12,46201.66
U25795,4,127,346129.58,92208.72
U25796,2,49,131436.22,58148.62
U25797,3,78,208295.4,70448.28
U25798,1,32,74138.99,64001.39
U25799,1,26,64553.02,42393.7
U25800,5,180,533934.93,108403.24
U25801,2,63,188090.73,78505.12
U25802,1,49,128118.31,117892.33
U25803,3,63,180699.23,45630.29
U25804,3,47,133452.63,44675.41
U25805,4,135,344281.92,80466.87
U25806,2,77,203271.83,89651.58
U25807,3,88,242946.65,84330.01
U25808,2,55,148637.37,60486.06
U25809,2,82,220848.22,98400.48
U25810,1,35,104531.15,95349.69
U25812,1,10,29609.62,24015.28
U25813,2,43,131165.46,64971.35
U25814,4,102,265754.47,66492.18
U25815,4,182,526501.07,115929.02
